Purpose,Period,AccessMode,SegID,Direction,SegID_Dir,Mode,Name,LongName,RouteDir,LinkSeq,Headway,Board,Board_FromSkim_LCL,Board_FromSkim_COR,Board_FromSkim_BRT,Board_FromSkim_EXP,Board_FromSkim_LRT,Board_FromSkim_CRT,Alight,Alight_FromSkim_LCL,Alight_FromSkim_COR,Alight_FromSkim_BRT,Alight_FromSkim_EXP,Alight_FromSkim_LRT,Alight_FromSkim_CRT
All,ok,drive,0052_001.0,EB,0052_001.0_EB,      9.00,BRT_VinOrm,UVX University Pkwy/Ave,      1.00,     17.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      6.03,         0,         0,      0.75,         0,         0,      5.28
All,ok,drive,0052_001.5,EB,0052_001.5_EB,      9.00,BRT_VinOrm,UVX University Pkwy/Ave,      1.00,     19.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      7.51,         0,         0,      3.43,         0,         0,      4.08
All,ok,drive,0052_001.5,WB,0052_001.5_WB,      9.00,BRT_VinOrm,UVX University Pkwy/Ave,      2.00,      1.00,     10.00,     10.14,         0,         0,     10.14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0052_000.6,WB,0052_000.6_WB,      9.00,BRT_VinOrm,UVX University Pkwy/Ave,      2.00,      6.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.23,         0,         0,      0.23,         0,         0,         0
All,ok,drive,0052_000.0,WB,0052_000.0_WB,      9.00,BRT_VinOrm,UVX University Pkwy/Ave,      2.00,     11.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.64,         0,         0,      0.64,         0,         0,         0
All,ok,drive,UTA_0993,EB,UTA_0993_EB,      9.00,BRT_VinOrm,UVX University Pkwy/Ave,      2.00,     19.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      9.27,         0,         0,      9.27,         0,         0,         0
All,ok,drive,undefined,WB,undefined,      9.00,Farm_Shuttle,Farm_Shuttle,      1.00,      1.00,     15.00,      0.12,         0,         0,      0.02,         0,         0,      0.10,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_0993,WB,UTA_0993_WB,      9.00,Farm_Shuttle,Farm_Shuttle,      1.00,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.12,         0,         0,      0.02,         0,         0,      0.10
All,ok,drive,UTA_1008,EB,UTA_1008_EB,      9.00,O603,O603,      1.00,      1.00,     15.00,     77.05,         0,         0,      4.88,         0,         0,     72.17,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,3400_000.1,EB,3400_000.1_EB,      9.00,O603,O603,      1.00,     10.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.36,         0,         0,         0,         0,         0,      1.36
All,ok,drive,3400_000.4,EB,3400_000.4_EB,      9.00,O603,O603,      1.00,     13.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.27,         0,         0,      0.27,         0,         0,         0
All,ok,drive,3404_001.5,NB,3404_001.5_NB,      9.00,O603,O603,      1.00,     17.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      2.73,         0,         0,      0.04,         0,         0,      2.69
All,ok,drive,3380_000.6,EB,3380_000.6_EB,      9.00,O603,O603,      1.00,     20.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.81,         0,         0,      0.11,         0,         0,      1.70
All,ok,drive,0203_004.5,SB,0203_004.5_SB,      9.00,O603,O603,      1.00,     21.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.40,         0,         0,      0.09,         0,         0,      0.31
All,ok,drive,0203_004.2,SB,0203_004.2_SB,      9.00,O603,O603,      1.00,     24.00,     15.00,      6.56,         0,         0,      6.56,         0,         0,         0,      0.12,         0,         0,      0.04,         0,         0,      0.08
All,ok,drive,0203_003.9,SB,0203_003.9_SB,      9.00,O603,O603,      1.00,     27.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.30,         0,         0,      0.06,         0,         0,      0.24
All,ok,drive,0203_003.1,SB,0203_003.1_SB,      9.00,O603,O603,      1.00,     30.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.39,         0,         0,      0.38,         0,         0,      1.01
All,ok,drive,0203_002.3,SB,0203_002.3_SB,      9.00,O603,O603,      1.00,     36.00,     15.00,         0,         0,         0,         0,         0,         0,         0,     72.76,         0,         0,      8.19,         0,         0,     64.57
All,ok,drive,0203_001.8,SB,0203_001.8_SB,      9.00,O603,O603,      1.00,     38.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.57,         0,         0,      1.57,         0,         0,         0
All,ok,drive,0203_001.6,SB,0203_001.6_SB,      9.00,O603,O603,      1.00,     40.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.89,         0,         0,      0.67,         0,         0,      0.22
All,ok,drive,0203_004.5,NB,0203_004.5_NB,      9.00,O603,O603,      2.00,     19.00,     15.00,      2.73,         0,         0,      2.73,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,3400_000.3,WB,3400_000.3_WB,      9.00,O603,O603,      2.00,     29.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.26,         0,         0,      1.26,         0,         0,         0
All,ok,drive,3400_000.1,WB,3400_000.1_WB,      9.00,O603,O603,      2.00,     32.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.25,         0,         0,      0.25,         0,         0,         0
All,ok,drive,0204_001.8,NB,0204_001.8_NB,      9.00,O603,O603,      2.00,     36.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.33,         0,         0,      0.33,         0,         0,         0
All,ok,drive,UTA_1008,WB,UTA_1008_WB,      9.00,O603,O603,      2.00,     40.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.89,         0,         0,      0.89,         0,         0,         0
All,ok,drive,UTA_2007,NB,UTA_2007_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,      1.00,     10.00,      7.99,         0,         0,      7.78,         0,      0.21,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_369.0,NB,0089_369.0_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,      6.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.24,         0,         0,      0.24,         0,         0,         0
All,ok,drive,0089_369.9,NB,0089_369.9_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     11.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.53,         0,         0,      0.53,         0,         0,         0
All,ok,drive,0089_370.6,NB,0089_370.6_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     13.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.27,         0,         0,      0.06,         0,      0.21,         0
All,ok,drive,0089_371.0,NB,0089_371.0_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     15.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.19,         0,         0,      0.19,         0,         0,         0
All,ok,drive,0173_009.6,WB,0173_009.6_WB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     17.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.57,         0,         0,      0.57,         0,         0,         0
All,ok,drive,UTA_1000,SB,UTA_1000_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     22.00,     10.00,    101.42,         0,         0,     19.36,         0,      0.72,     81.34,      0.38,         0,         0,      0.38,         0,         0,         0
All,ok,drive,0089_372.0,NB,0089_372.0_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     29.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      1.48,         0,         0,      0.23,         0,         0,      1.25
All,ok,drive,0089_372.7,NB,0089_372.7_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     33.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.32,         0,         0,      0.41,         0,         0,      2.91
All,ok,drive,0089_373.6,NB,0089_373.6_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     37.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     17.21,         0,         0,      0.74,         0,         0,     16.47
All,ok,drive,0089_374.5,NB,0089_374.5_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     40.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     15.78,         0,         0,      1.78,         0,         0,     14.00
All,ok,drive,0089_375.3,NB,0089_375.3_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     43.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     13.01,         0,         0,      0.57,         0,      0.72,     11.72
All,ok,drive,undefined,SB,undefined,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     48.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      6.89,         0,         0,      0.42,         0,         0,      6.47
All,ok,drive,0089_376.2,NB,0089_376.2_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     51.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     23.96,         0,         0,      1.21,         0,         0,     22.75
All,ok,drive,0089_376.8,NB,0089_376.8_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     54.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.95,         0,         0,      0.33,         0,         0,      3.62
All,ok,drive,0089_377.3,NB,0089_377.3_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     56.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.15,         0,         0,      0.15,         0,         0,         0
All,ok,drive,0089_377.9,NB,0089_377.9_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     59.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.82,         0,         0,      1.67,         0,         0,      2.15
All,ok,drive,0089_378.3,NB,0089_378.3_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     65.00,     10.00,      0.15,         0,         0,         0,         0,      0.15,         0,      1.53,         0,         0,      1.53,         0,         0,         0
All,ok,drive,0186_002.5,NB,0186_002.5_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     69.00,     10.00,      0.01,         0,         0,         0,         0,      0.01,         0,      6.62,         0,         0,      6.62,         0,         0,         0
All,ok,drive,0186_002.2,NB,0186_002.2_NB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     73.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      6.17,         0,         0,      6.16,         0,      0.01,         0
All,ok,drive,2330_003.6,WB,2330_003.6_WB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     79.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.81,         0,         0,      2.65,         0,      0.16,         0
All,ok,drive,2330_003.3,WB,2330_003.3_WB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     83.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.19,         0,         0,      0.19,         0,         0,         0
All,ok,drive,2330_003.0,WB,2330_003.0_WB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     87.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.35,         0,         0,      0.35,         0,         0,         0
All,ok,drive,2330_002.8,WB,2330_002.8_WB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      1.00,     91.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.17,         0,         0,      0.17,         0,         0,         0
All,ok,drive,undefined,EB,undefined,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,      1.00,     10.00,    296.33,         0,         0,      4.99,         0,      0.08,    291.26,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,2330_003.4,EB,2330_003.4_EB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     10.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.25,         0,         0,      0.02,         0,         0,      0.23
All,ok,drive,0186_001.9,SB,0186_001.9_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     14.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     24.29,         0,         0,      0.02,         0,      0.07,     24.20
All,ok,drive,0186_002.4,SB,0186_002.4_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     20.00,     10.00,      0.06,         0,         0,      0.06,         0,         0,         0,     47.60,         0,         0,      0.05,         0,         0,     47.55
All,ok,drive,0089_378.5,SB,0089_378.5_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     24.00,     10.00,      0.07,         0,         0,         0,         0,      0.07,         0,    121.41,         0,         0,      0.28,         0,         0,    121.13
All,ok,drive,0089_378.0,SB,0089_378.0_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     28.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     29.61,         0,         0,      0.01,         0,         0,     29.60
All,ok,drive,0089_377.3,SB,0089_377.3_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     34.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     56.37,         0,         0,      0.10,         0,      0.01,     56.26
All,ok,drive,0089_376.8,SB,0089_376.8_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     37.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.56,         0,         0,      0.28,         0,         0,      2.28
All,ok,drive,0089_376.2,SB,0089_376.2_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     39.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.84,         0,         0,      0.16,         0,         0,      0.68
All,ok,drive,0089_375.7,SB,0089_375.7_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     42.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      8.98,         0,         0,      1.31,         0,         0,      7.67
All,ok,drive,undefined,SB,undefined,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     45.00,     10.00,      0.01,         0,         0,         0,         0,      0.01,         0,      2.18,         0,         0,      0.52,         0,         0,      1.66
All,ok,drive,0089_374.5,SB,0089_374.5_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     50.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.59,         0,         0,      0.51,         0,      0.08,         0
All,ok,drive,0089_373.6,SB,0089_373.6_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     53.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.89,         0,         0,      0.89,         0,         0,         0
All,ok,drive,0089_372.7,SB,0089_372.7_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     56.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.40,         0,         0,      0.40,         0,         0,         0
All,ok,drive,0089_372.6,SB,0089_372.6_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     60.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.21,         0,         0,      0.21,         0,         0,         0
All,ok,drive,2140_003.2,WB,2140_003.2_WB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     64.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.04,         0,         0,      0.04,         0,         0,         0
All,ok,drive,UTA_1000,SB,UTA_1000_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     71.00,     10.00,     42.20,         0,         0,      1.98,         0,      0.57,     39.65,      0.02,         0,         0,      0.02,         0,         0,         0
All,ok,drive,0089_371.0,SB,0089_371.0_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     76.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      0.01,         0,         0,         0
All,ok,drive,0089_370.6,SB,0089_370.6_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     78.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      5.98,         0,         0,      0.02,         0,      0.56,      5.40
All,ok,drive,0089_369.9,SB,0089_369.9_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     80.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     27.23,         0,         0,      0.09,         0,      0.01,     27.13
All,ok,drive,0089_369.8,SB,0089_369.8_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     82.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.24,         0,         0,      0.35,         0,         0,      1.89
All,ok,drive,0089_368.4,SB,0089_368.4_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     87.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      6.38,         0,         0,      1.15,         0,         0,      5.23
All,ok,drive,UTA_2007,SB,UTA_2007_SB,      9.00,StGrid_2_BRT,State Street Corridor - BRT,      2.00,     91.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.60,         0,         0,      0.60,         0,         0,         0
All,ok,drive,UTA_0990,SB,UTA_0990_SB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     42.00,     10.00,    540.99,         0,         0,     19.10,         0,         0,    521.89,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0189_001.4,NB,0189_001.4_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     48.00,     10.00,      2.11,         0,         0,      2.11,         0,         0,         0,     24.38,         0,         0,         0,         0,         0,     24.38
All,ok,drive,0189_001.9,NB,0189_001.9_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     52.00,     10.00,         0,         0,         0,         0,         0,         0,         0,    152.72,         0,         0,      0.03,         0,         0,    152.69
All,ok,drive,0189_002.1,NB,0189_002.1_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     55.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     76.58,         0,         0,      0.27,         0,         0,     76.31
All,ok,drive,0189_002.4,NB,0189_002.4_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     58.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     11.40,         0,         0,      0.21,         0,         0,     11.19
All,ok,drive,3030_000.0,EB,3030_000.0_EB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     63.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      5.41,         0,         0,      0.32,         0,         0,      5.09
All,ok,drive,3032_001.0,EB,3032_001.0_EB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     67.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,      0.18,         0,         0,      1.82
All,ok,drive,3020_001.5,NB,3020_001.5_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     70.00,     10.00,         0,         0,         0,         0,         0,         0,         0,    265.01,         0,         0,     16.67,         0,         0,    248.34
All,ok,drive,3022_000.4,WB,3022_000.4_WB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     74.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.83,         0,         0,      0.25,         0,         0,      0.58
All,ok,drive,3022_000.1,WB,3022_000.1_WB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     78.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      1.52,         0,         0,      0.05,         0,         0,      1.47
All,ok,drive,0265_002.7,WB,0265_002.7_WB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     84.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      0.01,         0,         0,         0
All,ok,drive,0265_001.2,WB,0265_001.2_WB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     96.00,     10.00,      7.74,         0,         0,      7.74,         0,         0,         0,      0.43,         0,         0,      0.43,         0,         0,         0
All,ok,drive,2958_000.0,NB,2958_000.0_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,     98.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.51,         0,         0,      0.51,         0,         0,         0
All,ok,drive,MAG_6307,NB,MAG_6307_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    105.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.13,         0,         0,      2.13,         0,         0,         0
All,ok,drive,MAG_6862,NB,MAG_6862_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    112.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.19,         0,         0,      0.19,         0,         0,         0
All,ok,drive,UTA_0991,WB,UTA_0991_WB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    118.00,     10.00,     21.60,         0,         0,      6.86,         0,         0,     14.74,      1.82,         0,         0,      1.82,         0,         0,         0
All,ok,drive,0114_005.8,NB,0114_005.8_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    122.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.15,         0,         0,      0.65,         0,         0,      2.50
All,ok,drive,0114_006.1,NB,0114_006.1_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    124.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      8.91,         0,         0,      0.81,         0,         0,      8.10
All,ok,drive,MAG_6164,NB,MAG_6164_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    128.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.90,         0,         0,      0.64,         0,         0,      2.26
All,ok,drive,MAG_6247,NB,MAG_6247_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    132.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.51,         0,         0,      1.62,         0,         0,      1.89
All,ok,drive,MAG_6165,NB,MAG_6165_NB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    136.00,     10.00,      0.19,         0,         0,      0.19,         0,         0,         0,      2.46,         0,         0,      2.46,         0,         0,         0
All,ok,drive,UTA_0993,EB,UTA_0993_EB,      9.00,UVX,UVX University Pkwy/Ave,      1.00,    141.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      6.74,         0,         0,      6.74,         0,         0,         0
All,ok,drive,UTA_0993,WB,UTA_0993_WB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,      1.00,     10.00,     47.26,         0,         0,     26.14,         0,         0,     21.12,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,MAG_6165,SB,MAG_6165_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,      7.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     15.96,         0,         0,      0.72,         0,         0,     15.24
All,ok,drive,MAG_6247,SB,MAG_6247_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     11.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.51,         0,         0,      0.16,         0,         0,      3.35
All,ok,drive,MAG_6164,EB,MAG_6164_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     15.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.66,         0,         0,      0.13,         0,         0,      2.53
All,ok,drive,0114_006.1,SB,0114_006.1_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     19.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.50,         0,         0,      0.50,         0,         0,         0
All,ok,drive,0114_005.5,SB,0114_005.5_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     21.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      0.58,         0,         0,      0.58,         0,         0,         0
All,ok,drive,UTA_0992,NB,UTA_0992_NB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     25.00,     10.00,     76.97,         0,         0,     13.45,         0,         0,     63.52,      1.83,         0,         0,      1.83,         0,         0,         0
All,ok,drive,MAG_6307,SB,MAG_6307_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     31.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     10.12,         0,         0,      7.85,         0,         0,      2.27
All,ok,drive,MAG_6308,SB,MAG_6308_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     38.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      5.89,         0,         0,      0.32,         0,         0,      5.57
All,ok,drive,0265_001.2,EB,0265_001.2_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     45.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     15.80,         0,         0,      1.88,         0,         0,     13.92
All,ok,drive,0265_001.7,EB,0265_001.7_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     47.00,     10.00,     59.33,         0,         0,     59.33,         0,         0,         0,     13.64,         0,         0,      2.25,         0,         0,     11.39
All,ok,drive,0265_002.3,EB,0265_002.3_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     52.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     29.35,         0,         0,      5.70,         0,         0,     23.65
All,ok,drive,0265_003.6,SB,0265_003.6_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     59.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      8.71,         0,         0,      3.51,         0,         0,      5.20
All,ok,drive,3022_000.1,EB,3022_000.1_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     65.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.10,         0,         0,      2.12,         0,         0,      0.98
All,ok,drive,3022_000.4,EB,3022_000.4_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     69.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      1.28,         0,         0,      0.74,         0,         0,      0.54
All,ok,drive,3020_001.5,SB,3020_001.5_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     73.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     40.07,         0,         0,     40.07,         0,         0,         0
All,ok,drive,3032_001.0,SB,3032_001.0_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     76.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      1.47,         0,         0,      1.47,         0,         0,         0
All,ok,drive,3030_000.0,WB,3030_000.0_WB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     80.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.57,         0,         0,      2.57,         0,         0,         0
All,ok,drive,0189_002.4,SB,0189_002.4_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     85.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      1.54,         0,         0,      1.54,         0,         0,         0
All,ok,drive,0189_002.1,SB,0189_002.1_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     88.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      6.22,         0,         0,      6.22,         0,         0,         0
All,ok,drive,0189_001.6,SB,0189_001.6_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     91.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     14.03,         0,         0,     14.03,         0,         0,         0
All,ok,drive,0189_001.4,SB,0189_001.4_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,     95.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.22,         0,         0,      2.22,         0,         0,         0
All,ok,drive,UTA_0990,SB,UTA_0990_SB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,    101.00,     10.00,     28.28,         0,         0,      0.60,         0,         0,     27.68,      0.13,         0,         0,      0.13,         0,         0,         0
All,ok,drive,undefined,SB,undefined,      9.00,UVX,UVX University Pkwy/Ave,      2.00,    109.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     10.73,         0,         0,      1.91,         0,         0,      8.82
All,ok,drive,3033_000.0,EB,3033_000.0_EB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,    114.00,     10.00,         0,         0,         0,         0,         0,         0,         0,     14.10,         0,         0,      0.56,         0,         0,     13.54
All,ok,drive,2999_000.0,WB,2999_000.0_WB,      9.00,UVX,UVX University Pkwy/Ave,      2.00,    118.00,     10.00,         0,         0,         0,         0,         0,         0,         0,      1.89,         0,         0,      0.12,         0,         0,      1.77
