Purpose,Period,AccessMode,SegID,Direction,SegID_Dir,Mode,Name,LongName,RouteDir,LinkSeq,Headway,Board,Board_FromSkim_LCL,Board_FromSkim_COR,Board_FromSkim_BRT,Board_FromSkim_EXP,Board_FromSkim_LRT,Board_FromSkim_CRT,Alight,Alight_FromSkim_LCL,Alight_FromSkim_COR,Alight_FromSkim_BRT,Alight_FromSkim_EXP,Alight_FromSkim_LRT,Alight_FromSkim_CRT
All,ok,walk,0189_001.4,SB,0189_001.4_SB,      4.00,M831_WPr,M831_WPr,      2.00,     87.00,     30.00,      1.23,      1.23,         0,         0,         0,         0,         0,     17.62,     17.09,         0,      0.53,         0,         0,         0
All,ok,walk,0189_001.2,SB,0189_001.2_SB,      4.00,M831_WPr,M831_WPr,      2.00,     89.00,     30.00,      0.49,      0.49,         0,         0,         0,         0,         0,      6.64,      6.64,         0,         0,         0,         0,         0
All,ok,walk,3014_001.5,WB,3014_001.5_WB,      4.00,M831_WPr,M831_WPr,      2.00,     91.00,     30.00,      0.59,      0.10,         0,         0,         0,         0,      0.49,     13.24,     13.24,         0,         0,         0,         0,         0
All,ok,walk,UTA_0990,NB,UTA_0990_NB,      4.00,M831_WPr,M831_WPr,      2.00,     93.00,     30.00,         0,         0,         0,         0,         0,         0,         0,     33.77,      6.96,         0,         0,         0,         0,     26.81
All,ok,walk,UTA_0990,SB,UTA_0990_SB,      4.00,M833_CntPr,M833_CntPr,      1.00,      1.00,     60.00,      8.41,      3.23,         0,      2.05,         0,         0,      3.13,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,3014_001.2,WB,3014_001.2_WB,      4.00,M833_CntPr,M833_CntPr,      1.00,      5.00,     60.00,      0.51,      0.51,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,3034_001.0,NB,3034_001.0_NB,      4.00,M833_CntPr,M833_CntPr,      1.00,      6.00,     60.00,      1.62,      1.62,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,0089_334.6,NB,0089_334.6_NB,      4.00,M833_CntPr,M833_CntPr,      1.00,     10.00,     60.00,      0.47,      0.47,         0,         0,         0,         0,         0,      0.28,      0.28,         0,         0,         0,         0,         0
All,ok,walk,0114_000.0,WB,0114_000.0_WB,      4.00,M833_CntPr,M833_CntPr,      1.00,     13.00,     60.00,      1.47,      1.47,         0,         0,         0,         0,         0,      1.26,      0.69,         0,         0,         0,         0,      0.57
All,ok,walk,0114_000.4,WB,0114_000.4_WB,      4.00,M833_CntPr,M833_CntPr,      1.00,     16.00,     60.00,      1.52,      1.52,         0,         0,         0,         0,         0,      3.34,      1.29,         0,      0.28,         0,         0,      1.77
All,ok,walk,0114_001.2,WB,0114_001.2_WB,      4.00,M833_CntPr,M833_CntPr,      1.00,     27.00,     60.00,      0.60,      0.60,         0,         0,         0,         0,         0,      3.11,      2.36,         0,      0.45,         0,         0,      0.30
All,ok,walk,undefined,WB,undefined,      4.00,M833_CntPr,M833_CntPr,      1.00,     28.00,     60.00,      0.23,      0.23,         0,         0,         0,         0,         0,      0.79,      0.58,         0,      0.16,         0,         0,      0.05
All,ok,walk,3004_001.1,WB,3004_001.1_WB,      4.00,M833_CntPr,M833_CntPr,      1.00,     33.00,     60.00,      0.29,      0.29,         0,         0,         0,         0,         0,      4.50,      3.55,         0,      0.67,         0,         0,      0.28
All,ok,walk,2998_000.0,NB,2998_000.0_NB,      4.00,M833_CntPr,M833_CntPr,      1.00,     38.00,     60.00,      0.43,      0.19,         0,      0.04,         0,         0,      0.20,      1.87,      1.20,         0,      0.51,         0,         0,      0.16
All,ok,walk,3004_001.1,EB,3004_001.1_EB,      4.00,M833_CntPr,M833_CntPr,      1.00,     43.00,     60.00,     11.42,      7.71,         0,      1.10,         0,         0,      2.61,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,walk,0114_001.2,EB,0114_001.2_EB,      4.00,M833_CntPr,M833_CntPr,      1.00,     49.00,     60.00,     15.88,     10.32,         0,      1.42,         0,         0,      4.14,      0.60,      0.60,         0,         0,         0,         0,         0
All,ok,walk,0114_000.0,EB,0114_000.0_EB,      4.00,M833_CntPr,M833_CntPr,      1.00,     61.00,     60.00,     14.76,      2.75,         0,      0.01,         0,         0,     12.00,      2.06,      2.06,         0,         0,         0,         0,         0
All,ok,walk,0089_334.6,SB,0089_334.6_SB,      4.00,M833_CntPr,M833_CntPr,      1.00,     65.00,     60.00,      0.25,      0.25,         0,         0,         0,         0,         0,      7.86,      7.86,         0,         0,         0,         0,         0
All,ok,walk,3034_001.0,SB,3034_001.0_SB,      4.00,M833_CntPr,M833_CntPr,      1.00,     67.00,     60.00,      0.07,      0.07,         0,         0,         0,         0,         0,      0.86,      0.86,         0,         0,         0,         0,         0
All,ok,walk,3014_001.2,EB,3014_001.2_EB,      4.00,M833_CntPr,M833_CntPr,      1.00,     72.00,     60.00,         0,         0,         0,         0,         0,         0,         0,      4.84,      4.84,         0,         0,         0,         0,         0
All,ok,walk,UTA_0990,NB,UTA_0990_NB,      4.00,M833_CntPr,M833_CntPr,      1.00,     75.00,     60.00,         0,         0,         0,         0,         0,         0,         0,     26.54,      5.02,         0,      2.57,         0,         0,     18.95
All,ok,walk,UTA_0990,SB,UTA_0990_SB,      4.00,M834_EstPr,M834_EstPr,      1.00,      1.00,     30.00,     15.90,     14.62,         0,         0,         0,         0,      1.28,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,3042_000.5,NB,3042_000.5_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,      8.00,     30.00,     10.01,     10.01,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,walk,3042_000.8,NB,3042_000.8_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     10.00,     30.00,      5.46,      5.46,         0,         0,         0,         0,         0,      3.64,      3.64,         0,         0,         0,         0,         0
All,ok,walk,3042_001.0,NB,3042_001.0_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     12.00,     30.00,     11.24,     11.24,         0,         0,         0,         0,         0,      2.42,      2.42,         0,         0,         0,         0,         0
All,ok,walk,3042_001.3,NB,3042_001.3_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     13.00,     30.00,      0.53,      0.53,         0,         0,         0,         0,         0,      0.80,      0.80,         0,         0,         0,         0,         0
All,ok,walk,3042_001.6,NB,3042_001.6_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     15.00,     30.00,      6.73,      6.73,         0,         0,         0,         0,         0,      0.59,      0.59,         0,         0,         0,         0,         0
All,ok,walk,3042_002.0,NB,3042_002.0_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     18.00,     30.00,      9.51,      9.51,         0,         0,         0,         0,         0,     11.57,     11.57,         0,         0,         0,         0,         0
All,ok,walk,3020_003.5,EB,3020_003.5_EB,      4.00,M834_EstPr,M834_EstPr,      1.00,     23.00,     30.00,     16.27,      7.17,         0,      9.10,         0,         0,         0,      4.13,      4.13,         0,         0,         0,         0,         0
All,ok,walk,3020_003.3,EB,3020_003.3_EB,      4.00,M834_EstPr,M834_EstPr,      1.00,     24.00,     30.00,      8.73,      8.73,         0,         0,         0,         0,         0,      2.28,      2.28,         0,         0,         0,         0,         0
All,ok,walk,0189_004.0,NB,0189_004.0_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     30.00,     30.00,      5.19,      5.19,         0,         0,         0,         0,         0,     20.53,     17.29,         0,      2.81,         0,         0,      0.43
All,ok,walk,0189_005.3,NB,0189_005.3_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     31.00,     30.00,      1.88,      1.88,         0,         0,         0,         0,         0,      5.17,      4.46,         0,      0.60,         0,         0,      0.11
All,ok,walk,0189_005.7,NB,0189_005.7_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     33.00,     30.00,      1.08,      1.08,         0,         0,         0,         0,         0,      1.74,      1.54,         0,      0.19,         0,         0,      0.01
All,ok,walk,0189_006.3,NB,0189_006.3_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     34.00,     30.00,      3.19,      3.19,         0,         0,         0,         0,         0,     11.81,      9.44,         0,      2.07,         0,         0,      0.30
All,ok,walk,undefined,SB,undefined,      4.00,M834_EstPr,M834_EstPr,      1.00,     39.00,     30.00,      3.61,      3.61,         0,         0,         0,         0,         0,     23.05,     19.33,         0,      3.30,         0,         0,      0.42
All,ok,walk,2960_001.9,WB,2960_001.9_WB,      4.00,M834_EstPr,M834_EstPr,      1.00,     48.00,     30.00,      8.86,      8.85,         0,         0,         0,         0,      0.01,      4.26,      4.26,         0,         0,         0,         0,         0
All,ok,walk,2960_001.5,WB,2960_001.5_WB,      4.00,M834_EstPr,M834_EstPr,      1.00,     49.00,     30.00,      3.20,      3.14,         0,         0,         0,         0,      0.06,      2.31,      2.31,         0,         0,         0,         0,         0
All,ok,walk,2960_001.0,WB,2960_001.0_WB,      4.00,M834_EstPr,M834_EstPr,      1.00,     52.00,     30.00,      1.46,      1.42,         0,         0,         0,         0,      0.04,      2.57,      2.57,         0,         0,         0,         0,         0
All,ok,walk,2960_000.6,WB,2960_000.6_WB,      4.00,M834_EstPr,M834_EstPr,      1.00,     54.00,     30.00,      3.89,      3.63,         0,         0,         0,         0,      0.26,      3.38,      3.38,         0,         0,         0,         0,         0
All,ok,walk,MAG_6164,NB,MAG_6164_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     62.00,     30.00,      1.33,      1.04,         0,         0,         0,         0,      0.29,     10.41,     10.29,         0,      0.12,         0,         0,         0
All,ok,walk,2979_001.4,WB,2979_001.4_WB,      4.00,M834_EstPr,M834_EstPr,      1.00,     67.00,     30.00,      2.69,      1.45,         0,         0,         0,         0,      1.24,      3.21,      3.20,         0,      0.01,         0,         0,         0
All,ok,walk,MAG_6163,NB,MAG_6163_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     71.00,     30.00,      5.69,      0.18,         0,         0,         0,         0,      5.51,      4.21,      4.21,         0,         0,         0,         0,         0
All,ok,walk,MAG_6861,NB,MAG_6861_NB,      4.00,M834_EstPr,M834_EstPr,      1.00,     72.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      8.36,      0.95,         0,         0,         0,         0,      7.41
All,ok,walk,MAG_6861,SB,MAG_6861_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,      1.00,     30.00,      9.78,      1.98,         0,         0,         0,         0,      7.80,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,MAG_6163,SB,MAG_6163_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,      5.00,     30.00,     19.51,     18.07,         0,      1.44,         0,         0,         0,      3.72,      0.20,         0,         0,         0,         0,      3.52
All,ok,walk,2979_001.4,EB,2979_001.4_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,      7.00,     30.00,     12.05,     11.04,         0,      1.01,         0,         0,         0,      0.86,      0.74,         0,         0,         0,         0,      0.12
All,ok,walk,MAG_6033,EB,MAG_6033_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,      9.00,     30.00,      1.28,      1.28,         0,         0,         0,         0,         0,      2.57,      1.10,         0,         0,         0,         0,      1.47
All,ok,walk,MAG_6164,EB,MAG_6164_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,     12.00,     30.00,     25.79,     24.12,         0,      1.67,         0,         0,         0,      4.99,      3.48,         0,         0,         0,         0,      1.51
All,ok,walk,2960_000.6,EB,2960_000.6_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,     20.00,     30.00,     15.23,     15.23,         0,         0,         0,         0,         0,      9.08,      8.92,         0,         0,         0,         0,      0.16
All,ok,walk,2960_001.0,EB,2960_001.0_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,     22.00,     30.00,      4.90,      4.90,         0,         0,         0,         0,         0,      2.89,      2.60,         0,         0,         0,         0,      0.29
All,ok,walk,2960_001.9,EB,2960_001.9_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,     25.00,     30.00,      5.06,      5.06,         0,         0,         0,         0,         0,      6.79,      6.38,         0,         0,         0,         0,      0.41
All,ok,walk,2960_002.0,EB,2960_002.0_EB,      4.00,M834_EstPr,M834_EstPr,      2.00,     26.00,     30.00,     13.13,     13.11,         0,         0,         0,         0,      0.02,     18.46,     18.14,         0,         0,         0,         0,      0.32
All,ok,walk,undefined,EB,undefined,      4.00,M834_EstPr,M834_EstPr,      2.00,     37.00,     30.00,      7.91,      6.80,         0,      0.71,         0,         0,      0.40,     19.01,     19.01,         0,         0,         0,         0,         0
All,ok,walk,0189_005.7,SB,0189_005.7_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     40.00,     30.00,     17.12,     10.91,         0,      4.86,         0,         0,      1.35,      2.67,      2.67,         0,         0,         0,         0,         0
All,ok,walk,0189_005.3,SB,0189_005.3_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     41.00,     30.00,      4.47,      3.17,         0,      1.19,         0,         0,      0.11,      0.74,      0.74,         0,         0,         0,         0,         0
All,ok,walk,0189_004.0,SB,0189_004.0_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     47.00,     30.00,     39.42,     26.31,         0,      8.92,         0,         0,      4.19,      8.55,      8.55,         0,         0,         0,         0,         0
All,ok,walk,3020_003.5,WB,3020_003.5_WB,      4.00,M834_EstPr,M834_EstPr,      2.00,     51.00,     30.00,     14.00,     14.00,         0,         0,         0,         0,         0,      4.95,      4.95,         0,         0,         0,         0,         0
All,ok,walk,0265_003.6,SB,0265_003.6_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     53.00,     30.00,      1.70,      1.70,         0,         0,         0,         0,         0,     22.55,      2.75,         0,     19.80,         0,         0,         0
All,ok,walk,3042_002.0,SB,3042_002.0_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     56.00,     30.00,     14.38,     14.38,         0,         0,         0,         0,         0,     18.96,     18.96,         0,         0,         0,         0,         0
All,ok,walk,3042_001.6,SB,3042_001.6_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     57.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      9.31,      9.31,         0,         0,         0,         0,         0
All,ok,walk,3042_001.5,SB,3042_001.5_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     59.00,     30.00,      1.16,      1.16,         0,         0,         0,         0,         0,      3.34,      3.34,         0,         0,         0,         0,         0
All,ok,walk,3042_001.0,SB,3042_001.0_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     62.00,     30.00,      0.86,      0.86,         0,         0,         0,         0,         0,     15.31,     15.31,         0,         0,         0,         0,         0
All,ok,walk,3042_000.8,SB,3042_000.8_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     64.00,     30.00,      0.03,      0.03,         0,         0,         0,         0,         0,     22.41,     22.41,         0,         0,         0,         0,         0
All,ok,walk,3042_000.5,SB,3042_000.5_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     66.00,     30.00,         0,         0,         0,         0,         0,         0,         0,     15.93,     15.93,         0,         0,         0,         0,         0
All,ok,walk,3042_000.3,SB,3042_000.3_SB,      4.00,M834_EstPr,M834_EstPr,      2.00,     68.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      2.88,      2.88,         0,         0,         0,         0,         0
All,ok,walk,UTA_0990,NB,UTA_0990_NB,      4.00,M834_EstPr,M834_EstPr,      2.00,     72.00,     30.00,         0,         0,         0,         0,         0,         0,         0,     11.82,      5.77,         0,         0,         0,         0,      6.05
All,ok,walk,MAG_6307,NB,MAG_6307_NB,      4.00,M841_UVU,M841_UVU,      1.00,      1.00,     30.00,      1.91,      1.91,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,2974_000.0,WB,2974_000.0_WB,      4.00,M841_UVU,M841_UVU,      1.00,      2.00,     30.00,      0.23,      0.23,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,walk,3015_000.9,NB,3015_000.9_NB,      4.00,M841_UVU,M841_UVU,      1.00,      5.00,     30.00,      1.81,      0.71,         0,         0,         0,         0,      1.10,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,2964_000.0,WB,2964_000.0_WB,      4.00,M841_UVU,M841_UVU,      1.00,      7.00,     30.00,      1.75,      1.18,         0,         0,         0,         0,      0.57,      1.85,      1.85,         0,         0,         0,         0,         0
All,ok,walk,0114_005.8,SB,0114_005.8_SB,      4.00,M841_UVU,M841_UVU,      1.00,      9.00,     30.00,      2.01,      0.82,         0,      0.81,         0,         0,      0.38,      0.79,      0.79,         0,         0,         0,         0,         0
All,ok,walk,0114_005.3,SB,0114_005.3_SB,      4.00,M841_UVU,M841_UVU,      1.00,     12.00,     30.00,      2.29,      0.62,         0,      0.96,         0,         0,      0.71,      0.42,      0.42,         0,         0,         0,         0,         0
All,ok,walk,UTA_0991,EB,UTA_0991_EB,      4.00,M841_UVU,M841_UVU,      1.00,     13.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      6.93,      2.40,         0,      1.77,         0,         0,      2.76
All,ok,walk,UTA_0991,WB,UTA_0991_WB,      4.00,M841_UVU,M841_UVU,      2.00,      1.00,     30.00,     11.20,      1.59,         0,      1.28,         0,         0,      8.33,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,0114_005.5,NB,0114_005.5_NB,      4.00,M841_UVU,M841_UVU,      2.00,      3.00,     30.00,      1.28,      1.28,         0,         0,         0,         0,         0,      2.03,      0.23,         0,      0.23,         0,         0,      1.57
All,ok,walk,2964_000.0,EB,2964_000.0_EB,      4.00,M841_UVU,M841_UVU,      2.00,      8.00,     30.00,      8.24,      8.24,         0,         0,         0,         0,         0,      7.31,      1.39,         0,      1.03,         0,         0,      4.89
All,ok,walk,3015_000.9,SB,3015_000.9_SB,      4.00,M841_UVU,M841_UVU,      2.00,     10.00,     30.00,      4.97,      4.97,         0,         0,         0,         0,         0,      2.35,      0.46,         0,      0.02,         0,         0,      1.87
All,ok,walk,MAG_6307,SB,MAG_6307_SB,      4.00,M841_UVU,M841_UVU,      2.00,     13.00,     30.00,      0.13,      0.13,         0,         0,         0,         0,         0,     14.13,     14.13,         0,         0,         0,         0,         0
All,ok,walk,UTA_0995,EB,UTA_0995_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,      1.00,     15.00,     19.54,      3.97,         0,         0,         0,         0,     15.57,         0,         0,         0,         0,         0,         0,         0
All,ok,walk,MAG_6255,EB,MAG_6255_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,      9.00,     15.00,      5.77,      5.77,         0,         0,         0,         0,         0,      7.16,      1.82,         0,         0,         0,         0,      5.34
All,ok,walk,0089_352.2,EB,0089_352.2_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     19.00,     15.00,      2.22,      2.22,         0,         0,         0,         0,         0,      1.38,      0.61,         0,         0,         0,         0,      0.77
All,ok,walk,0089_352.0,EB,0089_352.0_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     22.00,     15.00,      2.30,      2.30,         0,         0,         0,         0,         0,      0.47,      0.26,         0,         0,         0,         0,      0.21
All,ok,walk,0089_351.4,SB,0089_351.4_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     25.00,     15.00,      0.83,      0.83,         0,         0,         0,         0,         0,      0.10,      0.08,         0,         0,         0,         0,      0.02
All,ok,walk,0089_350.9,EB,0089_350.9_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     27.00,     15.00,      5.20,      5.17,         0,      0.03,         0,         0,         0,      3.00,      1.67,         0,         0,         0,         0,      1.33
All,ok,walk,0089_350.1,EB,0089_350.1_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     30.00,     15.00,      9.44,      9.33,         0,      0.11,         0,         0,         0,      4.06,      2.65,         0,         0,         0,         0,      1.41
All,ok,walk,0089_349.8,EB,0089_349.8_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     32.00,     15.00,      9.76,      8.98,         0,      0.78,         0,         0,         0,      6.59,      3.64,         0,         0,         0,         0,      2.95
All,ok,walk,0089_349.3,EB,0089_349.3_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     33.00,     15.00,      8.82,      8.71,         0,      0.11,         0,         0,         0,      4.82,      4.64,         0,         0,         0,         0,      0.18
All,ok,walk,0089_348.8,SB,0089_348.8_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     37.00,     15.00,      4.46,      3.88,         0,      0.58,         0,         0,         0,      6.27,      5.05,         0,         0,         0,         0,      1.22
All,ok,walk,0089_348.5,EB,0089_348.5_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     38.00,     15.00,      2.56,      2.36,         0,      0.20,         0,         0,         0,      2.77,      2.58,         0,         0,         0,         0,      0.19
All,ok,walk,0089_348.3,EB,0089_348.3_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     39.00,     15.00,      7.86,      6.83,         0,      1.03,         0,         0,         0,      3.10,      3.10,         0,         0,         0,         0,         0
All,ok,walk,0089_348.0,EB,0089_348.0_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     41.00,     15.00,      8.76,      7.67,         0,      1.09,         0,         0,         0,      5.64,      5.22,         0,         0,         0,         0,      0.42
All,ok,walk,0089_347.4,EB,0089_347.4_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     44.00,     15.00,      8.08,      7.00,         0,      1.08,         0,         0,         0,      4.68,      4.40,         0,         0,         0,         0,      0.28
All,ok,walk,0089_346.5,EB,0089_346.5_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     47.00,     15.00,     31.30,     26.43,         0,      4.87,         0,         0,         0,     10.89,     10.21,         0,         0,         0,         0,      0.68
All,ok,walk,0089_345.9,EB,0089_345.9_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     48.00,     15.00,     13.94,     12.92,         0,      1.02,         0,         0,         0,      4.27,      4.13,         0,         0,         0,         0,      0.14
All,ok,walk,0089_345.4,EB,0089_345.4_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     50.00,     15.00,     12.91,      9.36,         0,      3.55,         0,         0,         0,      5.25,      5.14,         0,         0,         0,         0,      0.11
All,ok,walk,2996_000.3,EB,2996_000.3_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     52.00,     15.00,     18.87,     15.75,         0,      3.12,         0,         0,         0,      7.15,      7.11,         0,         0,         0,         0,      0.04
All,ok,walk,2996_000.4,EB,2996_000.4_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     54.00,     15.00,     12.69,      9.63,         0,      3.06,         0,         0,         0,      3.01,      2.96,         0,         0,         0,         0,      0.05
All,ok,walk,2996_000.1,SB,2996_000.1_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     55.00,     15.00,      8.95,      7.01,         0,      1.94,         0,         0,         0,      1.77,      1.75,         0,         0,         0,         0,      0.02
All,ok,walk,2996_000.0,SB,2996_000.0_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     56.00,     15.00,     10.77,      8.69,         0,      2.08,         0,         0,         0,      6.52,      6.42,         0,         0,         0,         0,      0.10
All,ok,walk,0089_344.3,SB,0089_344.3_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     58.00,     15.00,      4.63,      3.67,         0,      0.96,         0,         0,         0,      2.50,      2.48,         0,         0,         0,         0,      0.02
All,ok,walk,0089_344.0,SB,0089_344.0_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     59.00,     15.00,     13.11,     12.48,         0,      0.63,         0,         0,         0,      7.68,      7.61,         0,         0,         0,         0,      0.07
All,ok,walk,0089_343.3,SB,0089_343.3_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     61.00,     15.00,     11.79,      7.40,         0,      4.39,         0,         0,         0,      9.39,      9.36,         0,         0,         0,         0,      0.03
All,ok,walk,0089_342.4,SB,0089_342.4_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     65.00,     15.00,     13.73,     11.18,         0,      2.55,         0,         0,         0,      9.38,      9.38,         0,         0,         0,         0,         0
All,ok,walk,0089_341.8,SB,0089_341.8_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     67.00,     15.00,     15.57,     13.44,         0,      2.13,         0,         0,         0,      6.65,      6.65,         0,         0,         0,         0,         0
All,ok,walk,0089_341.3,SB,0089_341.3_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     69.00,     15.00,     26.27,     23.95,         0,      2.32,         0,         0,         0,     18.84,     18.84,         0,         0,         0,         0,         0
All,ok,walk,0089_340.7,SB,0089_340.7_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     71.00,     15.00,     36.92,     28.16,         0,      8.76,         0,         0,         0,     10.41,     10.41,         0,         0,         0,         0,         0
All,ok,walk,0089_340.2,SB,0089_340.2_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     73.00,     15.00,     47.17,     36.82,         0,     10.30,         0,         0,      0.05,     12.48,     12.48,         0,         0,         0,         0,         0
All,ok,walk,0089_339.6,SB,0089_339.6_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     75.00,     15.00,     41.16,     30.70,         0,     10.41,         0,         0,      0.05,     15.57,     15.57,         0,         0,         0,         0,         0
All,ok,walk,0089_339.1,SB,0089_339.1_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     77.00,     15.00,     55.12,     44.49,         0,     10.04,         0,         0,      0.59,     30.87,     30.87,         0,         0,         0,         0,         0
All,ok,walk,0089_338.5,SB,0089_338.5_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     79.00,     15.00,     21.40,     20.71,         0,         0,         0,         0,      0.69,     15.25,     15.25,         0,         0,         0,         0,         0
All,ok,walk,2974_001.9,EB,2974_001.9_EB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     80.00,     15.00,     13.18,      7.69,         0,      5.49,         0,         0,         0,     10.77,     10.77,         0,         0,         0,         0,         0
All,ok,walk,2946_000.2,SB,2946_000.2_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     84.00,     15.00,     27.45,     25.20,         0,      2.10,         0,         0,      0.15,     15.22,     15.22,         0,         0,         0,         0,         0
All,ok,walk,2946_000.0,SB,2946_000.0_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     86.00,     15.00,      7.58,      7.58,         0,         0,         0,         0,         0,      5.65,      5.65,         0,         0,         0,         0,         0
All,ok,walk,0265_002.3,WB,0265_002.3_WB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     88.00,     15.00,     17.59,     17.46,         0,      0.13,         0,         0,         0,    115.35,     30.59,         0,     84.76,         0,         0,         0
All,ok,walk,0089_337.5,SB,0089_337.5_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     91.00,     15.00,     24.96,     24.96,         0,         0,         0,         0,         0,     16.27,     16.27,         0,         0,         0,         0,         0
All,ok,walk,0089_337.2,SB,0089_337.2_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     94.00,     15.00,      5.76,      5.76,         0,         0,         0,         0,         0,      6.65,      6.65,         0,         0,         0,         0,         0
All,ok,walk,0089_336.7,SB,0089_336.7_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     96.00,     15.00,     44.30,     44.18,         0,         0,         0,         0,      0.12,      8.74,      8.66,         0,      0.08,         0,         0,         0
All,ok,walk,0089_336.5,SB,0089_336.5_SB,      4.00,M850_StateStreet,M850_StateStreet,      1.00,     97.00,     15.00,     49.74,     48.36,         0,         0,         0,         0,      1.38,      9.81,      9.81,         0,         0,         0,         0,         0
